"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_01558",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01559",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01560",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01561",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01562",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01563",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01564",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01565",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01566",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01567",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01568",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01569",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01570",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01571",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01572",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01573",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01574",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01575",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01576",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01577",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01578",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01579",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01580",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01581",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01582",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01583",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01584",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01585",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01586",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01587",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01588",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01589",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01590",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01591",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01592",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01593",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01594",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01595",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01596",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01597",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01598",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01599",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01600",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01601",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01602",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01603",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01604",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01605",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01606",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01607",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01608",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01609",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01610",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01611",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01612",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01613",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01614",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01615",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01616",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01617",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01618",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01619",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01620",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01621",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01622",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01623",2,0,0,0,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_01624",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01625",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__Arthropoda__Insecta__Trichoptera__Lepidostomatidae__Lepidostoma__NA__Seq_01626",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01627",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01628",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01629",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01630",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01631",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01632",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01633",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01634",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01635",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01636",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01637",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__Cnidaria__NA__NA__NA__NA__NA__Seq_01638",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01639",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01640",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01641",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01642",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01643",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01644",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01645",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01646",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01647",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01648",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01649",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01650",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01651",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01652",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01653",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__Nematoda__NA__NA__NA__NA__NA__Seq_01654",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01655",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01656",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01657",2,0,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01658",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01659",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01660",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01661",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01662",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01663",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01664",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01665",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01666",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01667",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01668",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01669",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01670",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01671",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01672",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01673",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01674",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01675",2,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01676",0,264,193,0,278,175,24,0,70,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01677",0,52,87,409,181,128,0,13,46,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01678",0,261,0,0,0,0,0,20,192,413,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01679",0,11,297,8,284,181,17,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01680",0,64,0,134,189,0,115,0,180,101,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01681",0,21,114,0,51,16,493,0,25,32,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01682",0,91,0,0,0,0,0,549,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01683",0,604,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01684",0,63,526,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01685",0,66,0,0,0,0,0,483,0,0,0
"NA__NA__Oomycetes__Peronosporales__Peronosporaceae__Phytophthora__Phytophthora gonapodyides__Seq_01686",0,24,217,28,134,119,9,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01687",0,3,0,0,0,0,0,0,44,483,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01688",0,46,478,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01689",0,4,170,0,269,58,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01690",0,23,0,390,22,31,0,0,0,45,0
"Metazoa__Platyhelminthes__NA__Tricladida__Planariidae__NA__NA__Seq_01691",0,12,0,0,0,0,127,0,6,365,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01692",0,16,92,0,6,0,379,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01693",0,485,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01694",0,40,39,11,43,29,0,6,86,159,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01695",0,26,81,58,112,131,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01696",0,403,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01697",0,13,180,0,0,0,124,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01698",0,54,0,0,0,0,0,256,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01699",0,303,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01700",0,300,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01701",0,13,0,42,0,0,0,0,192,51,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01702",0,18,172,0,61,27,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01703",0,277,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01704",0,122,0,0,0,0,0,8,0,142,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01705",0,266,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01706",0,45,0,80,73,43,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01707",0,31,18,167,13,11,0,0,0,15,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01708",0,8,32,8,18,13,11,0,8,152,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01709",0,5,7,0,8,10,168,0,13,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01710",0,6,36,0,24,9,141,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01711",0,14,11,0,0,12,0,0,0,181,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01712",0,13,82,21,58,29,0,0,11,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01713",0,50,0,0,62,17,0,0,0,80,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01714",0,53,69,17,30,31,0,0,0,0,0
"NA__Bacillariophyta__Bacillariophyceae__NA__NA__NA__NA__Seq_01715",0,33,160,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01716",0,187,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01717",0,168,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01718",0,20,4,9,81,52,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01719",0,63,0,0,0,100,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01720",0,19,0,0,0,0,38,0,12,94,0
"Metazoa__Tardigrada__Eutardigrada__Parachela__Hypsibiidae__Diphascon__NA__Seq_01721",0,160,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01722",0,4,0,0,0,0,0,0,2,154,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01723",0,49,24,8,19,14,8,0,17,18,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_01724",0,42,38,0,0,14,0,0,0,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01725",0,46,26,0,23,17,28,6,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01726",0,10,94,0,0,41,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01727",0,11,0,0,0,0,0,0,26,107,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01728",0,76,0,0,11,14,12,0,0,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01729",0,5,0,0,0,0,87,3,25,20,0
"NA__Bacillariophyta__Bacillariophyceae__Cymbellales__Gomphonemataceae__Gomphonema__NA__Seq_01730",0,5,134,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01731",0,94,0,0,16,0,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01732",0,39,0,0,0,0,0,0,0,93,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01733",0,11,3,0,8,8,6,79,16,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01734",0,8,17,0,24,24,24,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01735",0,19,0,6,0,0,6,0,11,83,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_01736",0,15,106,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01737",0,51,0,0,44,21,0,0,0,0,0
"Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Seq_01738",0,45,22,0,18,27,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01739",0,110,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01740",0,13,0,25,0,0,0,0,48,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01741",0,4,0,0,0,0,0,0,9,97,0
"Metazoa__Annelida__Clitellata__Lumbriculida__Lumbriculidae__Stylodrilus__Stylodrilus heringianus__Seq_01742",0,10,21,0,11,10,0,0,13,43,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01743",0,107,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01744",0,16,0,0,0,0,0,0,31,60,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01745",0,81,21,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01746",0,13,37,15,5,0,15,0,16,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01747",0,100,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01748",0,5,31,0,33,0,29,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01749",0,20,0,0,39,30,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01750",0,32,25,0,30,9,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01751",0,10,7,0,0,0,0,0,0,0,76
"NA__NA__NA__NA__NA__NA__NA__Seq_01752",0,86,0,0,0,0,3,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01753",0,88,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01754",0,4,19,0,47,18,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01755",0,11,0,0,0,0,0,0,48,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01756",0,42,44,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01757",0,31,0,0,0,0,0,0,11,44,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01758",0,11,0,38,24,11,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01759",0,11,0,0,0,0,0,0,0,72,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01760",0,42,9,0,12,19,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01761",0,81,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01762",0,3,0,0,0,9,16,0,32,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01763",0,79,0,0,0,0,0,0,0,0,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__Cochliopodium minus__Seq_01764",0,26,23,0,29,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01765",0,38,0,0,11,0,0,0,0,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01766",0,8,69,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01767",0,75,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01768",0,3,0,0,0,0,29,0,18,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01769",0,74,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01770",0,54,0,0,0,0,20,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01771",0,24,0,0,20,30,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01772",0,67,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01773",0,18,17,0,25,13,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01774",0,72,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01775",0,45,6,0,0,5,0,0,0,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01776",0,26,0,0,0,0,0,0,7,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01777",0,20,0,0,0,0,0,0,52,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01778",0,6,12,14,25,8,0,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01779",0,70,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01780",0,50,0,0,10,10,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01781",0,65,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01782",0,65,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01783",0,40,15,0,0,0,10,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01784",0,7,0,14,15,22,0,0,0,7,0
"Metazoa__Arthropoda__Insecta__Ephemeroptera__NA__NA__NA__Seq_01785",0,3,34,0,6,8,0,0,0,14,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_01786",0,62,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01787",0,62,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01788",0,39,0,0,23,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01789",0,38,0,0,0,0,0,0,24,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01790",0,30,32,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01791",0,26,11,0,13,0,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01792",0,61,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01793",0,60,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01794",0,59,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01795",0,6,0,0,0,0,28,5,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01796",0,5,0,54,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01797",0,58,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01798",0,58,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01799",0,57,0,0,0,0,0,0,0,0,0
"Metazoa__Arthropoda__Insecta__NA__NA__NA__NA__Seq_01800",0,57,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01801",0,57,0,0,0,0,0,0,0,0,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_01802",0,5,25,0,0,0,0,0,0,27,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01803",0,43,0,0,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01804",0,28,22,0,0,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01805",0,18,24,0,0,3,11,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01806",0,17,0,0,14,0,25,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_01807",0,55,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01808",0,48,0,0,0,0,6,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01809",0,25,0,0,6,4,0,0,6,13,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01810",0,18,9,0,18,8,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01811",0,14,0,0,4,0,0,0,2,33,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01812",0,8,0,0,21,17,0,0,0,7,0
"Metazoa__Chordata__Amphibia__NA__NA__NA__NA__Seq_01813",0,44,0,0,0,0,7,0,0,0,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_01814",0,12,24,0,8,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01815",0,7,0,0,0,0,0,0,0,44,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01816",0,5,0,0,0,0,0,0,10,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01817",0,3,0,0,23,0,0,0,0,25,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01818",0,23,0,7,0,0,0,0,0,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01819",0,8,23,0,0,19,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_01820",0,7,0,0,0,0,0,0,0,43,0
